day_index,date,model,method,complete,completed_utc,feasibility_tolerance_mw,fica.gurobi_runtime_seconds,fica.objective,fica.status,fica.training_JCC,fica.wall_seconds,independent_5000_validation.balance_jcc,independent_5000_validation.balance_violation.maximum_mw,independent_5000_validation.balance_violation.mean_mw,independent_5000_validation.balance_violation.p95_mw,independent_5000_validation.balance_violation.p99_mw,independent_5000_validation.generation_jcc,independent_5000_validation.generation_violation.maximum_mw,independent_5000_validation.generation_violation.mean_mw,independent_5000_validation.generation_violation.p95_mw,independent_5000_validation.generation_violation.p99_mw,independent_5000_validation.joint_jcc,independent_5000_validation.joint_jcc_definition,independent_5000_validation.joint_jcc_wilson_95_interval,independent_5000_validation.joint_satisfied_count,independent_5000_validation.line_flow_jcc,independent_5000_validation.line_flow_violation.maximum_mw,independent_5000_validation.line_flow_violation.mean_mw,independent_5000_validation.line_flow_violation.p95_mw,independent_5000_validation.line_flow_violation.p99_mw,independent_5000_validation.ramping_jcc,independent_5000_validation.ramping_violation.maximum_mw,independent_5000_validation.ramping_violation.mean_mw,independent_5000_validation.ramping_violation.p95_mw,independent_5000_validation.ramping_violation.p99_mw,independent_5000_validation.realized_cost.mean,independent_5000_validation.realized_cost.median,independent_5000_validation.realized_cost.q05,independent_5000_validation.realized_cost.q95,independent_5000_validation.realized_cost.standard_deviation,independent_5000_validation.scenario_count,real_trajectory.absolute_agc_energy_mwh,real_trajectory.balance.feasible,real_trajectory.balance.max_violation_mw,real_trajectory.balance.mean_positive_violation_mw,real_trajectory.balance.minimum_margin_mw,real_trajectory.balance.p95_positive_violation_mw,real_trajectory.balance.sum_violation_mw,real_trajectory.balance.violating_elements,real_trajectory.balance.violating_hours,real_trajectory.generation.feasible,real_trajectory.generation.max_violation_mw,real_trajectory.generation.mean_positive_violation_mw,real_trajectory.generation.minimum_margin_mw,real_trajectory.generation.p95_positive_violation_mw,real_trajectory.generation.sum_violation_mw,real_trajectory.generation.violating_elements,real_trajectory.generation.violating_hours,real_trajectory.joint_feasible,real_trajectory.line_flow.feasible,real_trajectory.line_flow.max_violation_mw,real_trajectory.line_flow.mean_positive_violation_mw,real_trajectory.line_flow.minimum_margin_mw,real_trajectory.line_flow.p95_positive_violation_mw,real_trajectory.line_flow.sum_violation_mw,real_trajectory.line_flow.violating_elements,real_trajectory.line_flow.violating_hours,real_trajectory.maximum_absolute_total_wind_error_mw,real_trajectory.maximum_agc_adjustment_mw,real_trajectory.mean_absolute_total_wind_error_mw,real_trajectory.ramping.feasible,real_trajectory.ramping.max_violation_mw,real_trajectory.ramping.mean_positive_violation_mw,real_trajectory.ramping.minimum_margin_mw,real_trajectory.ramping.p95_positive_violation_mw,real_trajectory.ramping.sum_violation_mw,real_trajectory.ramping.violating_elements,real_trajectory.ramping.violating_hours,real_trajectory.realized_cost,real_trajectory.realized_minus_scheduled_cost,real_trajectory.scheduled_cost,selection.candidate_count,selection.candidate_scenarios_violating_initial_policy,selection.candidate_seed,selection.core_count,selection.core_seed,selection.forecast_source,selection.maximum_witness_budget,selection.name,selection.scenario_seed,selection.uses_observation,selection.witness_count,selection.witness_diagnostics.generation_lower.active_constraints,selection.witness_diagnostics.generation_lower.unique_witnesses,selection.witness_diagnostics.generation_lower.violating_candidates,selection.witness_diagnostics.generation_upper.active_constraints,selection.witness_diagnostics.generation_upper.unique_witnesses,selection.witness_diagnostics.generation_upper.violating_candidates,selection.witness_diagnostics.line_lower.active_constraints,selection.witness_diagnostics.line_lower.unique_witnesses,selection.witness_diagnostics.line_lower.violating_candidates,selection.witness_diagnostics.line_upper.active_constraints,selection.witness_diagnostics.line_upper.unique_witnesses,selection.witness_diagnostics.line_upper.violating_candidates,selection.witness_diagnostics.ramp_lower.active_constraints,selection.witness_diagnostics.ramp_lower.unique_witnesses,selection.witness_diagnostics.ramp_lower.violating_candidates,selection.witness_diagnostics.ramp_upper.active_constraints,selection.witness_diagnostics.ramp_upper.unique_witnesses,selection.witness_diagnostics.ramp_upper.violating_candidates
39,2012-11-28T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T08:35:54.378016+00:00,0.0001,206.57523894309998,921822.122297214,2,1.0,218.2282546869992,1.0,2.6702880973061838e-05,2.6702880658353932e-05,2.6702880745688162e-05,2.6702880859375e-05,0.9284,36.461086868840006,0.32217508659238764,1.23585366704301,8.328911400867366,0.9224,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9146557557282897,0.9294956896685524]",4612,1.0,0.0,0.0,0.0,0.0,0.9518,22.365222615609273,0.12243752838099208,0.0,3.6835079044556864,914604.9037310648,914951.0961246511,885527.4753156402,942149.8771668645,17570.71660270239,5000,901.5249605178833,True,0.0,0.0,8.092651378556184e-05,0.0,0.0,0,0,False,1.1694311511619162,0.8900494061394262,-1.1694311511619162,1.1143789135466349,4.450247030697131,5,1,False,True,0.0,0.0,73.95503482217734,0.0,0.0,0,0,135.0241241455078,20.146797046321105,37.563541412353516,False,1.2527219831343466,0.7320429707823841,-1.2527219831343466,1.2006540818991502,1.4640859415647682,2,1,910236.6943941477,-11585.427903065807,921822.1222972135,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260764,False,,,,,,,,,,,,,,,,,,,
39,2012-11-28T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T08:39:12.100116+00:00,0.0001,185.54502081871033,924135.2243980723,2,1.0,197.1080790799988,1.0,2.6702880973061838e-05,2.6702880578022815e-05,2.6702880745688162e-05,2.6702880745688162e-05,0.9974,22.32853014939348,0.014975082232519634,0.0,0.0,0.997,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9950558340443003,0.9981810702223441]",4985,1.0,0.0,0.0,0.0,0.0,0.9988,7.505699040833832,0.004566020077694473,0.0,0.0,917046.1220013212,917368.9606777378,888282.0704658468,944352.9721538394,17380.950911900483,5000,901.5249605178833,True,0.0,0.0,8.092651412662236e-05,0.0,0.0,0,0,True,0.0,0.0,1.2048520386864752,0.0,0.0,0,0,True,True,0.0,0.0,74.41945379510847,0.0,0.0,0,0,135.0241241455078,13.81084483551951,37.563541412353516,True,0.0,0.0,3.307064302806861,0.0,0.0,0,0,912869.2374294576,-11265.986968614277,924135.2243980719,6000,547,40260764,158,50260764,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,42,131,17,296,84,12,218,0,0,0,0,0,0,51,24,292,28,13,62
39,2012-11-28T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T08:42:21.524319+00:00,0.0001,177.53138399124146,926861.9271711297,2,1.0,189.04050047499913,1.0,1.3351440884434851e-05,1.3351440609721976e-05,1.3351440657061175e-05,1.3351440770748013e-05,0.9198,26.546442945991238,0.2834694694681851,1.2316562952897139,7.673278912189887,0.912,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9038279618505742,0.9195394517467246]",4560,1.0,0.0,0.0,0.0,0.0,0.954,13.314647874369854,0.10794337632671941,0.0,3.4165007127026232,914500.2772035175,914876.0746794515,885180.6841193162,942345.1441573019,17676.93027642116,5000,659.6613607406618,True,0.0,0.0,7.711181629256317e-05,0.0,0.0,0,0,True,0.0,0.0,1.1288673113552115,0.0,0.0,0,0,True,True,0.0,0.0,73.96525097807316,0.0,0.0,0,0,84.44047546386719,12.417346295692354,27.485891342163086,True,0.0,0.0,1.029062905808086,0.0,0.0,0,0,909816.3763413088,-17045.55082982045,926861.9271711293,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260764,False,,,,,,,,,,,,,,,,,,,
39,2012-11-28T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-28T08:45:45.166784+00:00,0.0001,191.43191814422607,929220.9104432288,2,1.0,203.06369198999892,1.0,1.335144293079793e-05,1.3351440485712373e-05,1.3351441225495364e-05,1.3351441793929553e-05,0.9984,4.757024724044058,0.0035980804311432513,0.0,0.0,0.9984,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9968457298409374,0.9991890248602608]",4992,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,916879.5441028908,917219.3380518449,887744.6720868433,944677.879232145,17563.847627150106,5000,659.661360740678,True,0.0,0.0,7.711181606518949e-05,0.0,0.0,0,0,True,0.0,0.0,1.1984082926269224,0.0,0.0,0,0,True,True,0.0,0.0,74.40656576125107,0.0,0.0,0,0,84.44047546386719,9.201946502697467,27.485891342163086,True,0.0,0.0,3.622722880505229,0.0,0.0,0,0,912517.4852606582,-16703.42518257012,929220.9104432283,6000,572,40260764,162,50260764,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,38,133,18,250,92,12,276,0,0,0,0,0,0,45,19,257,24,8,73
40,2013-04-21T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T08:50:08.807253+00:00,0.0001,240.47296380996704,661095.0248496002,2,1.0,252.4146304450005,1.0,3.814697504367359e-05,3.814697288273692e-05,3.81469735657447e-05,3.814697413417889e-05,0.9122,19.08857364153839,0.23160231373517398,1.439276847332638,5.713102359024232,0.896,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8872325415536887,0.904159438505851]",4480,1.0,0.0,0.0,0.0,0.0,0.9464,7.79563496291949,0.08335239588139959,0.10151310139544419,2.593379632425292,667494.6640566331,666560.8737302463,638741.2297894647,700358.5112368353,18677.675216598433,5000,752.6765384673988,True,0.0,0.0,6.185302779849736e-05,0.0,0.0,0,0,True,0.0,0.0,1.1721471007714328,0.0,0.0,0,0,True,True,0.0,0.0,83.93266474433204,0.0,0.0,0,0,76.31140899658203,11.880692798479847,31.361520767211914,True,0.0,0.0,1.2422005655748336,0.0,0.0,0,0,652826.9188604734,-8268.105989126372,661095.0248495998,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260765,False,,,,,,,,,,,,,,,,,,,
40,2013-04-21T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T08:53:45.579974+00:00,0.0001,204.27297282218933,664573.7921301154,2,1.0,216.17154080599903,1.0,3.814697276993684e-05,3.814697264849656e-05,3.814697276993684e-05,3.814697276993684e-05,0.9978,1.7090162782076135,0.0015988392873711775,0.0,0.0,0.9976,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9958094485807385,0.9986265344435719]",4988,1.0,0.0,0.0,0.0,0.0,0.999,1.165967207385492,0.0004594531310514938,0.0,0.0,670996.0349093617,670056.5061291486,642145.4740359661,703924.0539279231,18746.759969852956,5000,752.6765384674131,True,0.0,0.0,6.185302745743684e-05,0.0,0.0,0,0,True,0.0,0.0,1.22270672868898,0.0,0.0,0,0,True,True,0.0,0.0,91.44916090428838,0.0,0.0,0,0,76.31140899658203,7.759702638399649,31.361520767211914,True,0.0,0.0,3.714696619333637,0.0,0.0,0,0,656254.7736756923,-8319.018454422709,664573.792130115,6000,678,40260765,143,50260765,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,57,158,19,273,170,15,306,0,0,0,0,0,0,43,23,129,53,22,230
40,2013-04-21T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T08:57:37.000227+00:00,0.0001,219.20644283294678,666481.8213417683,2,1.0,231.0181529140009,1.0,2.4795594754323247e-05,2.479553826242409e-05,2.4795562467261334e-05,2.4795571337108414e-05,0.9102,24.5422222456935,0.24243203390443063,1.390790727032302,5.63144430027437,0.8962,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8874395714278832,0.9043521015508783]",4481,1.0,0.0,0.0,0.0,0.0,0.9486,18.851239736509736,0.09249813872344367,0.02745634224900329,2.8094572176247365,662047.7208309906,661330.8795106399,635302.605628317,691232.1278140701,16917.700907516628,5000,648.5227909086221,True,0.0,0.0,4.6594227253626746e-05,0.0,0.0,0,0,True,0.0,0.0,1.2027978534130348,0.0,0.0,0,0,True,True,0.0,0.0,83.97951712330618,0.0,0.0,0,0,78.33995819091797,11.870573885618748,27.02178192138672,True,0.0,0.0,1.2027978981560707,0.0,0.0,0,0,652306.4527287423,-14175.36861302564,666481.8213417679,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260765,False,,,,,,,,,,,,,,,,,,,
40,2013-04-21T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-28T09:01:08.219027+00:00,0.0001,198.75047898292542,669569.0415572233,2,1.0,210.6396343079996,1.0,2.4795532453936175e-05,2.4795532241569162e-05,2.4795532453936175e-05,2.4795532453936175e-05,0.9948,6.656986973824196,0.006391667228735627,0.0,0.0,0.9946,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9921545307177468,0.9962860585182338]",4973,1.0,0.0,0.0,0.0,0.0,0.9972,3.4644789495364847,0.0022293479293647002,0.0,0.0,664889.1710351468,664136.3710942769,637924.0599208124,694316.644288497,17074.27968005677,5000,648.5227909088151,True,0.0,0.0,4.659423839493684e-05,0.0,0.0,0,0,True,0.0,0.0,1.2337232446308093,0.0,0.0,0,0,True,True,0.0,0.0,89.79252498491566,0.0,0.0,0,0,78.33995819091797,7.858362893319823,27.02178192138672,True,0.0,0.0,2.3130019362416903,0.0,0.0,0,0,655117.5665223519,-14451.475034871022,669569.041557223,6000,663,40260765,141,50260765,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,59,128,21,246,155,19,308,0,0,0,0,0,0,30,18,125,58,26,227
41,2012-01-02T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T09:04:51.146822+00:00,0.0001,199.87779116630554,902406.9714169245,2,1.0,211.57347378799932,1.0,1.1444095434853807e-05,1.1444091528119316e-05,1.1444093388490728e-05,1.144409429798543e-05,0.8654,30.753481196571112,0.48303636542271006,3.536483587576515,9.314117834508403,0.8606,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8507223319619975,0.86992400139525]",4303,1.0,0.0,0.0,0.0,0.0,0.9582,16.584909300404064,0.09000679088128208,0.0,2.9794177685536254,896184.3766404334,896593.9580634837,863199.0242244333,927346.6053183635,19578.5946678414,5000,1198.9062919616722,True,0.0,0.0,6.5667724609375e-05,0.0,0.0,0,0,False,5.061800981607554,4.3740917010621745,-5.061800981607554,5.008023921352864,26.244550206373045,6,1,False,True,0.0,0.0,73.94114119970428,0.0,0.0,0,0,145.1437530517578,24.16322555101951,49.95442581176758,True,0.0,0.0,1.1168150755883381,0.0,0.0,0,0,867263.1926302923,-35143.778786632,902406.9714169243,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260766,False,,,,,,,,,,,,,,,,,,,
41,2012-01-02T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T09:08:10.057218+00:00,0.0001,186.71499300003052,905044.5049448237,2,1.0,198.35030188100063,1.0,1.1444091796875e-05,1.1444091535145162e-05,1.1444091569501325e-05,1.1444091569501325e-05,0.998,6.684902717614232,0.004855722087729584,0.0,0.0,0.9978,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9960645913506854,0.998771084592847]",4989,1.0,0.0,0.0,0.0,0.0,0.9994,2.7584267650407597,0.000881917972479507,0.0,0.0,898903.6387243904,899306.5910846103,866346.8804842241,929670.6450968472,19348.918784663547,5000,1198.9062919616722,True,0.0,0.0,6.566772495043552e-05,0.0,0.0,0,0,True,0.0,0.0,1.1982353532215946,0.0,0.0,0,0,True,True,0.0,0.0,74.10398706478585,0.0,0.0,0,0,145.1437530517578,15.072385596312802,49.95442581176758,True,0.0,0.0,5.650765287099176,0.0,0.0,0,0,870302.0140226877,-34742.49092213565,905044.5049448233,6000,821,40260766,149,50260766,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,51,142,19,518,95,18,291,0,0,0,0,0,0,26,13,132,43,20,127
41,2012-01-02T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T09:11:45.326952+00:00,0.0001,203.38921189308167,887890.5714695728,2,1.0,214.8864105019984,1.0,1.9073486555498675e-05,1.9073486072647937e-05,1.9073486214438162e-05,1.9073486328125e-05,0.867,33.101630651687,0.43561103780270405,3.1627987261899486,8.893006258155864,0.8626,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8527787556273163,0.8718645069221511]",4313,1.0,0.0,0.0,0.0,0.0,0.9538,12.549479934109442,0.08953235410831091,0.0,3.090923061075665,890143.2082087707,890428.9024781807,858505.5016942848,920889.5179390085,19107.745634154508,5000,1139.527173042241,True,0.0,0.0,5.803833030549868e-05,0.0,0.0,0,0,False,6.159686492146882,3.70551109686735,-6.159686492146882,6.046037716646565,37.0551109686735,10,2,False,True,0.0,0.0,73.91127428945225,0.0,0.0,0,0,148.99974060058594,30.66492124499612,47.48029708862305,True,0.0,0.0,0.7309544381577773,0.0,0.0,0,0,867329.0881887944,-20561.483280778164,887890.5714695726,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260766,False,,,,,,,,,,,,,,,,,,,
41,2012-01-02T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-28T09:15:09.092494+00:00,0.0001,191.5899178981781,890299.6714200217,2,1.0,203.17790797499947,1.0,1.9073486328125e-05,1.9073486169236276e-05,1.9073486328125e-05,1.9073486328125e-05,0.9978,7.55999784325132,0.00384796842069944,0.0,0.0,0.9976,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9958094485807385,0.9986265344435719]",4988,1.0,0.0,0.0,0.0,0.0,0.9996,1.919203649721105,0.0004689696357563534,0.0,0.0,892527.4327251144,892802.4110670509,861269.9185111499,922890.6415074102,18888.342621175278,5000,1139.5271730422994,True,0.0,0.0,5.803833030549868e-05,0.0,0.0,0,0,True,0.0,0.0,1.1946414097024771,0.0,0.0,0,0,True,True,0.0,0.0,74.09679930412713,0.0,0.0,0,0,148.99974060058594,19.55760023651365,47.48029708862305,True,0.0,0.0,6.1013063121865905,0.0,0.0,0,0,869933.9558448029,-20365.715575218434,890299.6714200213,6000,815,40260766,152,50260766,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,48,140,20,519,90,16,283,0,0,0,0,0,0,23,11,119,43,22,190
42,2012-09-28T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T09:19:30.770647+00:00,0.0001,238.54750990867615,548315.9290426297,2,1.0,250.37251533400013,1.0,3.051757960292889e-05,3.0517577702335076e-05,3.051757869343419e-05,3.05175790344947e-05,0.9108,28.511488865126125,0.4018687354905901,1.931569782649599,12.021387561347892,0.9016,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8930331434631876,0.9095502383345676]",4508,1.0,0.0,0.0,0.0,0.0,0.9508,17.29612472785499,0.1573830994733024,0.0,5.267679752045191,561546.9034507954,559875.9313217108,539135.6617984443,588881.382343138,15119.660289221109,5000,589.4277420044033,True,0.0,0.0,5.422363258512633e-05,0.0,0.0,0,0,True,0.0,0.0,1.2002680197910331,0.0,0.0,0,0,True,True,0.0,0.0,100.73119422151531,0.0,0.0,0,0,107.62239837646484,14.452769754334318,24.55948829650879,True,0.0,0.0,1.370838753941566,0.0,0.0,0,0,555034.7739140356,6718.844871406443,548315.9290426292,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260767,False,,,,,,,,,,,,,,,,,,,
42,2012-09-28T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T09:23:07.416143+00:00,0.0001,204.3048059940338,550942.3272143507,2,1.0,216.05128447199968,1.0,3.051757823868684e-05,3.0517578075568963e-05,3.0517578125e-05,3.0517578125e-05,0.995,9.651852424592786,0.015015282247919131,0.0,0.0,0.9944,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9919182789550024,0.996122617361756]",4972,1.0,0.0,0.0,0.0,0.0,0.9984,4.657177188090152,0.0022254832772204297,0.0,0.0,564329.7362892216,562633.0390031522,541613.993701874,591904.3547581193,15319.352568565148,5000,589.4277420043956,True,0.0,0.0,5.422363258512633e-05,0.0,0.0,0,0,True,0.0,0.0,1.2179917365664492,0.0,0.0,0,0,True,True,0.0,0.0,94.29280891270346,0.0,0.0,0,0,107.62239837646484,9.874688295766806,24.55948829650879,True,0.0,0.0,3.018213708442877,0.0,0.0,0,0,557876.0312764065,6933.704062056262,550942.3272143502,6000,588,40260767,140,50260767,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,60,113,18,182,157,18,351,0,0,0,0,0,0,55,21,143,55,23,149
42,2012-09-28T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T09:27:04.382144+00:00,0.0001,224.85886311531067,546485.5325006053,2,1.0,236.55809600199973,1.0,3.0517719096678775e-05,3.05175913466428e-05,3.051764065276075e-05,3.051766896646768e-05,0.913,35.34567058708556,0.3916643612409682,2.066740685959717,11.388211803702227,0.905,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.8965588995625561,0.9128192618619732]",4525,1.0,0.0,0.0,0.0,0.0,0.9572,17.48155976582755,0.12299647247486314,0.0,4.42060799273091,551522.7719679241,550423.2312313209,533126.0973618358,574096.2750749144,12511.123898662428,5000,557.0514965051423,True,0.0,0.0,5.4223632357752654e-05,0.0,0.0,0,0,True,0.0,0.0,1.2027978532532746,0.0,0.0,0,0,True,True,0.0,0.0,102.32684655650637,0.0,0.0,0,0,103.86357879638672,14.314077752489597,23.210479736328125,True,0.0,0.0,1.202798655130696,0.0,0.0,0,0,554484.6167562988,7999.084255693946,546485.5325006049,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260767,False,,,,,,,,,,,,,,,,,,,
42,2012-09-28T01:00:00.000000000,STDE-CDM,Witness-200,True,2026-07-28T09:30:45.918774+00:00,0.0001,209.15354299545288,548778.0565682157,2,1.0,220.93438289000005,1.0,3.051757926186838e-05,3.051757838318281e-05,3.0517578807121026e-05,3.0517578920807864e-05,0.9952,10.095736700846004,0.008270163831347247,0.0,0.0,0.9952,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9928674488726016,0.9967722191210447]",4976,1.0,0.0,0.0,0.0,0.0,0.9996,2.0998252801489876,0.0004474806744242933,0.0,0.0,553901.0042031999,552807.0726921501,535130.5317385744,577047.7079627299,12778.565700417768,5000,557.0514965057553,True,0.0,0.0,5.422363303987368e-05,0.0,0.0,0,0,True,0.0,0.0,1.2051562614067652,0.0,0.0,0,0,True,True,0.0,0.0,92.14155117702103,0.0,0.0,0,0,103.86357879638672,10.526291196301887,23.210479736328125,True,0.0,0.0,3.402172814727713,0.0,0.0,0,0,556870.4731500476,8092.416581832222,548778.0565682154,6000,582,40260767,146,50260767,spatiotemporal expert joint forecast head,100,native-center constraint witnesses plus uniform core,,False,54,84,17,169,140,18,361,0,0,0,0,0,0,58,23,128,51,22,138
43,2013-02-23T01:00:00.000000000,Joint-CLDM,Initial-200,True,2026-07-28T09:34:26.490738+00:00,0.0001,197.63872694969177,955471.2258080507,2,1.0,209.3242872869996,1.0,5.722046353184851e-06,5.722045860466096e-06,5.7220461258111754e-06,5.7220461258111754e-06,0.9206,25.98901325440605,0.2826916604331293,1.5295465368641448,7.7467879854246915,0.9142,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9061155260993002,0.9216485096094403]",4571,1.0,0.0,0.0,0.0,0.0,0.975,15.298745858657366,0.05792842365108899,0.0,2.1731915721955284,946829.3877515554,948165.9309093612,912215.9874676407,977919.2357797234,19892.455162830203,5000,1602.3892946243286,True,0.0,0.0,7.711181663362368e-05,0.0,0.0,0,0,False,7.780234675408189,2.5045079277897284,-7.780234675408189,7.6017869691933315,65.11720612253293,26,5,False,True,0.0,0.0,73.82542388351402,0.0,0.0,0,0,146.3363037109375,26.92563586761013,66.76622009277344,False,1.6039319057851813,1.3101115624998814,-1.6039319057851813,1.6032741487678555,5.2404462499995255,4,1,924648.3034554373,-30822.922352613066,955471.2258080504,,,,,,Joint CLDM distribution expert,,native-center direct paired random 200,20260768,False,,,,,,,,,,,,,,,,,,,
43,2013-02-23T01:00:00.000000000,Joint-CLDM,Witness-200,True,2026-07-28T09:37:40.125877+00:00,0.0001,181.425705909729,957179.5531993104,2,1.0,193.05751400199915,1.0,5.722046353184851e-06,5.722045842003354e-06,5.7220461258111754e-06,5.7220461258111754e-06,0.9954,8.197503581098761,0.006819216493447884,0.0,0.0,0.9936,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9909793127483129,0.9954628118915578]",4968,1.0,0.0,0.0,0.0,0.0,0.9966,2.7786516679511664,0.002532444797750644,0.0,0.0,948659.0039910839,949995.364780505,914354.3456177046,979400.5512810696,19655.88920540497,5000,1602.3892946243298,True,0.0,0.0,7.711181640625e-05,0.0,0.0,0,0,True,0.0,0.0,1.1654905049471047,0.0,0.0,0,0,True,True,0.0,0.0,74.0384973696882,0.0,0.0,0,0,146.3363037109375,20.49712493944331,66.76622009277344,True,0.0,0.0,5.085787327020629,0.0,0.0,0,0,927267.7848383073,-29911.768361002905,957179.5531993102,6000,530,40260768,155,50260768,Joint CLDM distribution expert,100,native-center constraint witnesses plus uniform core,,False,45,117,21,420,55,11,76,0,0,0,0,0,0,19,10,85,26,14,84
43,2013-02-23T01:00:00.000000000,STDE-CDM,Initial-200,True,2026-07-28T09:41:29.269249+00:00,0.0001,217.1892330646515,927347.0475610967,2,1.0,228.76194787199893,1.0,1.2397767022775952e-05,1.2397766544927436e-05,1.2397766795402276e-05,1.2397766795402276e-05,0.9276,22.18830178818912,0.21389035534350706,0.8821077099068411,6.041069586770337,0.9184,"simultaneous generation, line-flow, and ramping feasibility; power balance is reported separately as a numerical identity","[0.9104869648159125,0.92567062219649]",4592,1.0,0.0,0.0,0.0,0.0,0.9718,12.75375478906368,0.05485564907153523,0.0,2.161582315778587,935564.004436322,936584.5641162627,901483.9619653415,966608.8841640367,19755.210158314356,5000,1371.861152648979,True,0.0,0.0,8.47412091185106e-05,0.0,0.0,0,0,False,2.6293798278689353,1.0518695851614703,-2.6293798278689353,2.5679937908130945,24.19300045871382,23,5,False,True,0.0,0.0,73.89645849297133,0.0,0.0,0,0,126.79110717773438,21.355416863972955,57.1608772277832,True,0.0,0.0,0.12197888191317219,0.0,0.0,0,0,924893.9931312979,-2453.054429798387,927347.0475610963,,,,,,spatiotemporal expert joint forecast head,,native-center direct paired random 200,20260768,False,,,,,,,,,,,,,,,,,,,
